chain_id,dp,mass,fraction_m1,fraction_m2,sequence
1,7,807.037,0.5714285714285714,0.42857142857142855,1221211
2,163,19212.001999999982,0.4723926380368098,0.5276073619631901,1212112211212221222211212122212221112111121212121211212121222212121212121122122211121212122112121221211222212112222122121122121211212111222121121212121212122211212
3,130,15333.139000000003,0.46923076923076923,0.5307692307692308,2122112212122122121212112121221221222122112121221122121211121221211212121121212111221221221112221212122121212112211221211222221112
4,133,15437.667000000003,0.5413533834586466,0.45864661654135336,1212122122122212121211212121212122112121121212112112121221212121211211211212112122112112212121211112221211211212212121121121111211212
5,478,56152.45099999968,0.4874476987447699,0.5125523012552301,2112122112112121121221121221112121212121121121221212122121121112122122221212212122211211112122122121111211122212111212121212121121121222112212212222221121212121211211121121222222212212112221221221211211122212212121122212111221212211112212211121212121121211212112212121212122121112212122211212112122112212112121121212212111212212112221212121222121112122212112121221122121222222122211212122211212122121112222121211211222211212111212112121212221211212211212212122121212122222121111
6,89,10439.123000000001,0.4943820224719101,0.5056179775280899,21212111121212221221211112212111121222121221111222121221122122112111112121222222121221212
7,142,16764.899999999998,0.4647887323943662,0.5352112676056338,2222122222221112112122121212121221121212122222121212121212112111211212221212212211222212211221212111122121212121212212121212112122112111212121
8,61,7210.975000000001,0.45901639344262296,0.5409836065573771,2211212111222121221212212122221211112221212121221212111221221
9,96,11324.133000000002,0.46875,0.53125,112111212122211212121212121212121222122212111211222212212121121221221212212221122112121212212121
10,204,24106.017999999956,0.46078431372549017,0.5392156862745098,112121122112222121212112121212121212212121122112121222122111122121211222112221211212121222121121111212122111212121222212121212221122212221122221212221221111212212122221222211212112122121121221121221221212
11,54,6403.938000000001,0.4444444444444444,0.5555555555555556,211221212222212121221212221211122212121221211122111122
12,55,6638.045000000001,0.36363636363636365,0.6363636363636364,1212222122112211222121212211222221212122212122221222121
13,53,6221.813000000001,0.49056603773584906,0.5094339622641509,22212112212121221212222211212111222111121221211211211
14,170,20071.020999999975,0.4647058823529412,0.5352941176470588,22212211112121212212212111212211111121211222112212122112221122121121222121222212211221212121121221122221122221212212222112121121221211221121222121212112122211121211212221
15,76,9189.111,0.35526315789473684,0.6447368421052632,2122221221211222122121222122212212112221221212122122111212212212222122211222
16,217,25693.912999999946,0.45161290322580644,0.5483870967741935,1212221122112121211211221121121212121222121221212122112212212112222112122111221222221212212221112122121212111221212121221122211221121221211222121221212212122121221212212112122212212222211221212221212212211212121121111
17,136,16010.033000000003,0.47794117647058826,0.5220588235294118,2222111212112122112212211212112121212122122121111112121221222222221122122121222121211121212121211121121212121121122122121121222112112222
18,165,19472.28799999998,0.4666666666666667,0.5333333333333333,221211221221222121112211221212221212112221212211212112212212221212121122121212222221121121121121112211212211122222221122121211211121212121221211212112112211222121212
19,74,8798.87,0.43243243243243246,0.5675675675675675,22221212112122221121212211221121211212221212121222121212112112212222121212
20,36,4295.283,0.4166666666666667,0.5833333333333334,212122212121221121212221212221212121
21,62,7471.073000000001,0.3709677419354839,0.6290322580645161,12112121212221212221212121212122112221122122212222222221221212
22,36,4191.319,0.5277777777777778,0.4722222222222222,212212111221121211221212121121212211
23,74,8772.879,0.44594594594594594,0.5540540540540541,22122212122121211222112122112212122122112112122122221211211111212221212122
24,27,3175.9780000000005,0.48148148148148145,0.5185185185185185,222212112111121212121222211
25,5,598.7330000000001,0.4,0.6,12122
26,76,9033.165,0.4342105263157895,0.5657894736842105,2121211212121222221112212111221221212211212122122212121212112122222212121212
27,152,17910.38399999999,0.47368421052631576,0.5263157894736842,21212121212212211211211122121221212222222122121221212221111212221212121121111112211212121211222121121222212121211212122112112121222212122211212112212121
28,200,23455.490999999955,0.495,0.505,12211212112221222112211121212212121212212121212221122221211122211211212121211121221211212112212121211112112112212122122121211222112121211211211211112122222112222122212122122112212212221121212111212111
